0.000000000000000000e+00,4.406779661016949623e-01,3.571428571428570953e-01,3.859649122807017330e-01,3.571428571428570953e-01,4.918032786885245811e-01,4.137931034482759118e-01,4.137931034482759118e-01,3.571428571428570953e-01,4.406779661016949623e-01
4.406779661016949623e-01,0.000000000000000000e+00,2.641509433962264675e-01,5.161290322580645018e-01,3.859649122807017330e-01,2.962962962962962798e-01,1.960784313725489891e-01,3.272727272727272707e-01,4.406779661016949623e-01,3.571428571428570953e-01
3.571428571428570953e-01,2.641509433962264675e-01,0.000000000000000000e+00,5.396825396825397636e-01,4.137931034482759118e-01,3.272727272727272707e-01,3.571428571428570953e-01,3.571428571428570953e-01,2.962962962962962798e-01,4.406779661016949623e-01
3.859649122807017330e-01,5.161290322580645018e-01,5.396825396825397636e-01,0.000000000000000000e+00,5.396825396825397636e-01,4.137931034482759118e-01,4.918032786885245811e-01,4.918032786885245811e-01,3.859649122807017330e-01,5.161290322580645018e-01
3.571428571428570953e-01,3.859649122807017330e-01,4.137931034482759118e-01,5.396825396825397636e-01,0.000000000000000000e+00,5.396825396825397636e-01,3.571428571428570953e-01,4.137931034482759118e-01,4.137931034482759118e-01,4.406779661016949623e-01
4.918032786885245811e-01,2.962962962962962798e-01,3.272727272727272707e-01,4.137931034482759118e-01,5.396825396825397636e-01,0.000000000000000000e+00,3.859649122807017330e-01,4.406779661016949623e-01,4.918032786885245811e-01,4.666666666666666741e-01
4.137931034482759118e-01,1.960784313725489891e-01,3.571428571428570953e-01,4.918032786885245811e-01,3.571428571428570953e-01,3.859649122807017330e-01,0.000000000000000000e+00,3.571428571428570953e-01,4.137931034482759118e-01,3.859649122807017330e-01
4.137931034482759118e-01,3.272727272727272707e-01,3.571428571428570953e-01,4.918032786885245811e-01,4.137931034482759118e-01,4.406779661016949623e-01,3.571428571428570953e-01,0.000000000000000000e+00,4.137931034482759118e-01,4.918032786885245811e-01
3.571428571428570953e-01,4.406779661016949623e-01,2.962962962962962798e-01,3.859649122807017330e-01,4.137931034482759118e-01,4.918032786885245811e-01,4.137931034482759118e-01,4.137931034482759118e-01,0.000000000000000000e+00,4.918032786885245811e-01
4.406779661016949623e-01,3.571428571428570953e-01,4.406779661016949623e-01,5.161290322580645018e-01,4.406779661016949623e-01,4.666666666666666741e-01,3.859649122807017330e-01,4.918032786885245811e-01,4.918032786885245811e-01,0.000000000000000000e+00
