0.000000000000000000e+00,3.703703703703703498e-01,1.666666666666666297e-01,2.745098039215686514e-01,3.703703703703703498e-01,3.396226415094339979e-01,4.827586206896551380e-01,3.396226415094339979e-01,3.076923076923077094e-01,3.703703703703703498e-01
3.703703703703703498e-01,0.000000000000000000e+00,2.399999999999999911e-01,3.396226415094339979e-01,3.076923076923077094e-01,4.561403508771929571e-01,3.076923076923077094e-01,2.745098039215686514e-01,3.076923076923077094e-01,3.076923076923077094e-01
1.666666666666666297e-01,2.399999999999999911e-01,0.000000000000000000e+00,3.396226415094339979e-01,3.076923076923077094e-01,4.000000000000000222e-01,4.285714285714286031e-01,2.745098039215686514e-01,2.399999999999999911e-01,2.399999999999999911e-01
2.745098039215686514e-01,3.396226415094339979e-01,3.396226415094339979e-01,0.000000000000000000e+00,2.745098039215686514e-01,4.285714285714286031e-01,2.745098039215686514e-01,3.076923076923077094e-01,2.745098039215686514e-01,4.000000000000000222e-01
3.703703703703703498e-01,3.076923076923077094e-01,3.076923076923077094e-01,2.745098039215686514e-01,0.000000000000000000e+00,4.000000000000000222e-01,2.399999999999999911e-01,2.745098039215686514e-01,3.076923076923077094e-01,3.076923076923077094e-01
3.396226415094339979e-01,4.561403508771929571e-01,4.000000000000000222e-01,4.285714285714286031e-01,4.000000000000000222e-01,0.000000000000000000e+00,5.084745762711864181e-01,3.703703703703703498e-01,4.000000000000000222e-01,4.000000000000000222e-01
4.827586206896551380e-01,3.076923076923077094e-01,4.285714285714286031e-01,2.745098039215686514e-01,2.399999999999999911e-01,5.084745762711864181e-01,0.000000000000000000e+00,3.396226415094339979e-01,4.285714285714286031e-01,3.703703703703703498e-01
3.396226415094339979e-01,2.745098039215686514e-01,2.745098039215686514e-01,3.076923076923077094e-01,2.745098039215686514e-01,3.703703703703703498e-01,3.396226415094339979e-01,0.000000000000000000e+00,3.396226415094339979e-01,2.040816326530612290e-01
3.076923076923077094e-01,3.076923076923077094e-01,2.399999999999999911e-01,2.745098039215686514e-01,3.076923076923077094e-01,4.000000000000000222e-01,4.285714285714286031e-01,3.396226415094339979e-01,0.000000000000000000e+00,3.703703703703703498e-01
3.703703703703703498e-01,3.076923076923077094e-01,2.399999999999999911e-01,4.000000000000000222e-01,3.076923076923077094e-01,4.000000000000000222e-01,3.703703703703703498e-01,2.040816326530612290e-01,3.703703703703703498e-01,0.000000000000000000e+00
