0.000000000000000000e+00,8.611111111111111605e-01,7.384615384615385025e-01,7.941176470588235947e-01,7.941176470588235947e-01,7.941176470588235947e-01,7.761194029850746468e-01,7.575757575757575690e-01,7.941176470588235947e-01,8.285714285714285143e-01
8.611111111111111605e-01,0.000000000000000000e+00,8.611111111111111605e-01,8.450704225352112520e-01,8.115942028985507761e-01,8.918918918918918859e-01,7.941176470588235947e-01,8.450704225352112520e-01,7.941176470588235947e-01,7.761194029850746468e-01
7.384615384615385025e-01,8.611111111111111605e-01,0.000000000000000000e+00,7.187500000000000000e-01,8.450704225352112520e-01,7.941176470588235947e-01,7.761194029850746468e-01,7.761194029850746468e-01,7.575757575757575690e-01,6.984126984126983739e-01
7.941176470588235947e-01,8.450704225352112520e-01,7.187500000000000000e-01,0.000000000000000000e+00,7.761194029850746468e-01,7.575757575757575690e-01,7.384615384615385025e-01,7.384615384615385025e-01,6.984126984126983739e-01,8.450704225352112520e-01
7.941176470588235947e-01,8.115942028985507761e-01,8.450704225352112520e-01,7.761194029850746468e-01,0.000000000000000000e+00,8.450704225352112520e-01,7.187500000000000000e-01,7.575757575757575690e-01,8.285714285714285143e-01,7.761194029850746468e-01
7.941176470588235947e-01,8.918918918918918859e-01,7.941176470588235947e-01,7.575757575757575690e-01,8.450704225352112520e-01,0.000000000000000000e+00,7.761194029850746468e-01,7.384615384615385025e-01,7.575757575757575690e-01,7.941176470588235947e-01
7.761194029850746468e-01,7.941176470588235947e-01,7.761194029850746468e-01,7.384615384615385025e-01,7.187500000000000000e-01,7.761194029850746468e-01,0.000000000000000000e+00,7.187500000000000000e-01,6.333333333333333037e-01,7.761194029850746468e-01
7.575757575757575690e-01,8.450704225352112520e-01,7.761194029850746468e-01,7.384615384615385025e-01,7.575757575757575690e-01,7.384615384615385025e-01,7.187500000000000000e-01,0.000000000000000000e+00,7.761194029850746468e-01,7.761194029850746468e-01
7.941176470588235947e-01,7.941176470588235947e-01,7.575757575757575690e-01,6.984126984126983739e-01,8.285714285714285143e-01,7.575757575757575690e-01,6.333333333333333037e-01,7.761194029850746468e-01,0.000000000000000000e+00,7.761194029850746468e-01
8.285714285714285143e-01,7.761194029850746468e-01,6.984126984126983739e-01,8.450704225352112520e-01,7.761194029850746468e-01,7.941176470588235947e-01,7.761194029850746468e-01,7.761194029850746468e-01,7.761194029850746468e-01,0.000000000000000000e+00
